TERM|CRN|SUBJ|CRSE#|SEC|TITLE|CR|DISTR|PROJ|COMMENT|INSTR1|INSTR2|PTRM|DESC1|TIME1|DAYS1|BLDG_RM1|DESC2|TIME2|DAYS2|BLDG_RM2
201704|16887|ENVS|032|01|China,Brazil, Gbl Food Environ|1||35|Cross listed with SOAN 060C. Eligible for ASIA, ENVS, or LALS program.|Oliveira, Gustavo||1|Course|1:15pm-2:30pm|TTH|Kohlberg 116||||
201704|16872|ENVS|042|01|Ecofeminism(s)|1||35|Cross-listed with ENGL 089E. Eligible for ENVS program.|DiChiro, Giovanna||1|Course|11:20am-12:35pm|TTH|Trotter Hall 303||||
201704|16868|ENVS|044|01|Matl's that Matter: Anthropoce|1||12|Cross-listed with ENGLS 089B. Eligible for ENVS program.|Price, Katie||1|Course|1:15pm-4:00pm|M|Lang Center 106||||
201704|16874|ENVS|085|01|Urban Community Actions|1||12||DiChiro, Giovanna||1|Course|1:15pm-4:00pm|W|Kohlberg 230||||
201704|16870|ENVS|089|01|Sustainability Rsch Methods|1||12|Eligible for ENVS program.|Crossan, Denise|Everbach, Carr|1|Course|1:00pm-4:00pm|W|Lang Center 112||||
201704|10720|ENVS|090|01|Dir Rdg:|0.5||5|See Dept Admin Asst to register. Eligible for ENVS program.|STAFF||1|Directed Rdg|||TBA||||
201704|16871|ENVS|092A|01|UNFCCC COP|0.5||12|Eligible for ENVS program.|Graves, Christopher|Peck, Jennifer|1|Directed Rdg|||TBA||||
201704|10462|FMST|001|01|Intro-Film & Media Studies|1|HU|40|Eligible for Digital Humanities (DGHU).|Rehak, Robert||1|Course|9:55am-11:10am|TTH|Lang Perf Arts Ctr 101|Film Screening|7:00pm-10:00pm|T|Lang Perf Arts Ctr 101
201704|16800|FMST|037|01|Gender and Genre on Television|1|HU|35|Pre-req: FMST 001 or Instructor permission. Eligible for GSST program.|Simon, Sunka||1|Film Screening|7:00pm-10:00pm|W|Science Center 199|Course|2:15pm-5:00pm|F|Science Center 199
201704|16721|FMST|041|01|Fan Culture|1|HU|25|Eligible for GSST program.|Rehak, Robert||1|Course|1:15pm-4:00pm|M|Kohlberg 115||||
201704|16809|FMST|044|01|Poverty/Precarious Lives Scrn|1|HU|20|FMST 001 or equivalent recommended.|Bryant, Sara||1|Film Screening|7:00pm-10:00pm|M|Lang Perf Arts Ctr 101|Course|1:15pm-4:00pm|W|Kohlberg 226
201704|16687|FMST|055|01|Contemp Chinese Cinema|1|HU|20|Cross-listed with CHIN 055 or LITR 055CH. Eligible for ASIA program.|STAFF||1|Course|1:15pm-4:00pm|W|Kohlberg 328||||
201704|16030|FMST|098|01|Thesis|1|HU|12|See Dept Admin Asst to register.|STAFF||1|Thesis|||TBA||||
201704|13403|FREN|001|01|Intensive 1st Year French Lang|1.5|HU|15|Students must enroll in section A or B below and FREN 013.01.|Rice-Maximin, Micheline||1|Language|9:55am-11:10am|TTH|Kohlberg 328||||
201704|13404|FREN|001|02|Intensive 1st Year French Lang|1.5|HU|15|Students must enroll in section A or B below and FREN 013.01.|Rice-Maximin, Micheline||1|Language|11:20am-12:35pm|TTH|Kohlberg 328||||
201704|13405|FREN|001|A|Intensive 1st Yr French- Sec A|0||15||Courgey, Arnaud||1|Drill|10:30am-11:20am|MWF|Kohlberg 302||||
201704|13406|FREN|001|B|Intensive 1st Yr French- Sec B|0||15||Courgey, Arnaud||1|Drill|11:30am-12:20pm|MWF|Kohlberg 302||||
201704|13407|FREN|003|01|Intensive Intermediate French|1.5|HU|15|Students must enroll in section A or B below and FREN 013.03.|Courgey, Arnaud||1|Language|9:55am-11:10am|TTH|Lang Music Building 204||||
201704|15962|FREN|003|02|Intensive Intermediate French|1.5|HU|15|Students must enroll in section A or B below and FREN 013.03.|Blanchard, Jean-Vincent||1|Language|11:20am-12:35pm|TTH|Pearson Hall 005||||
201704|13409|FREN|003|A|Intensive French- Sec A|0||15||Cherel, Benjamin||1|Drill|8:30am-9:20am|MWF|Kohlberg 302||||
201704|13410|FREN|003|B|Intensive French- Sec B|0||15||Cherel, Benjamin||1|Drill|9:30am-10:20am|MWF|Kohlberg 302||||
201704|16000|FREN|013|01|Oral Production: L'Atelier|0||15||Courgey, Arnaud||1|Workshop|||TBA||||
201704|16551|FREN|013|03|Oral Production: L'Atelier|0||15||Courgey, Arnaud||1|Workshop|||TBA||||
201704|15427|FREN|014|01|Advanced French|1|HU|15||Blanchard, Jean-Vincent||1|Language|11:30am-12:20pm|MWF|Kohlberg 201||||
201704|15429|FREN|015|01|Le Monde francoph contem (W)|1|HU, W|15||Gueydan-Turek, Alexandra||1|Language|9:55am-11:10am|TTH|Lang Center 106||||
201704|15428|FREN|016|01|French Conversation: Specl Tpc|0.5||15||Cherel, Benjamin||1|Language|2:40pm-4:00pm|W|Kohlberg 302||||
201704|16671|FREN|041|01|Guerre dans litt fran├ºaise|1|HU|15|Eligible for GSST program.|Gueydan-Turek, Alexandra||1|Course|1:15pm-2:30pm|TTH|Kohlberg 302||||
201704|16672|FREN|113|A|Re-Contons l'histoire (1)|1|HU|12|Double-graded seminar. BOTH SECTIONS required.|Rice-Maximin, Micheline||1|Seminar1|1:15pm-4:00pm|W|Kohlberg 334||||
201704|16673|FREN|113|B|Re-Contons l'histoire (2)|1|HU|12|Double-graded seminar. BOTH SECTIONS required.|Rice-Maximin, Micheline||1|Seminar2|1:15pm-4:00pm|W|Kohlberg 334||||
201704|16674|FREN|017A|01|FYS: Literature and Medicine|1|HU|12|Cross-listed with with LITR 017FA.|Blanchard, Jean-Vincent||1|FY Seminar|1:15pm-3:55pm|M|Kohlberg 328||||
201704|13650|GMST|001|01|Inten Elementary German|1.5|HU|20|Students must enroll in drill section A or B below.|Werlen, Hansjakob||1|Language|8:30am-9:45am|TTH|Kohlberg 318||||
201704|13651|GMST|001|A|Inten Elem German- Drill|0||10||Schnader, Christopher||1|Drill|8:30am-9:20am|MWF|Kohlberg 334||||
201704|14212|GMST|001|B|Inten Elem German- Drill|0||10||Schnader, Christopher||1|Drill|9:30am-10:20am|MWF|Kohlberg 334||||
201704|13653|GMST|003|01|Intensive Intermediate German|1.5|HU|20|Students must enroll in drill section A below.|STAFF||1|Language|9:55am-11:10am|TTH|TBA||||
201704|13654|GMST|003|A|Inten Intermed German- Drill|0||10||Schnader, Christopher||1|Drill|11:30am-12:20pm|MWF|Kohlberg 114||||
201704|14025|GMST|005|01|German Conversation|0.5||10||Schnader, Christopher||1|Language|1:15pm-2:30pm|T|Kohlberg 114||||
201704|13659|GMST|020|01|Intro to German Studies|1|HU|20||Werlen, Hansjakob||1|Course|2:40pm-3:55pm|TTH|Kohlberg 318||||
201704|16669|GMST|104|A|Age of Goethe (1)|1|HU|12|Double-graded seminar. BOTH SECTIONS required.|Werlen, Hansjakob||1|Seminar1|7:00pm-9:30pm|W|TBA||||
201704|16670|GMST|104|B|Age of Goethe (2)|1|HU|12|Double-graded seminar. BOTH SECTIONS required.|Werlen, Hansjakob||1|Seminar2|7:00pm-9:30pm|W|TBA||||
201704|10118|GREK|001|01|Greek-Intensive 1st Yr|1.5|HU|35||Lefkowitz, Jeremy||1|Language|9:30am-10:20am|MF|Kohlberg 230|Language|9:00am-9:45am|TTH|Kohlberg 230
201704|16634|GREK|011|01|Plato's Socratic Dialogues|1|HU|35||Evans, Marilyn||1|Course|9:30am-10:20am|MWF|Trotter Hall 315||||
201704|16635|GREK|111|A|Greek Philosophers (1)|1|HU|12|Double-graded seminar. BOTH SECTIONS required.|Ledbetter, Grace||1|Seminar1|1:30pm-5:00pm|T|Trotter Hall 115||||
201704|16636|GREK|111|B|Greek Philosophers (2)|1|HU|12|Double-graded seminar. BOTH SECTIONS required.|Ledbetter, Grace||1|Seminar2|1:30pm-5:00pm|T|Trotter Hall 115||||
201704|14188|GSST|001|01|Int:Gender & Sexuality Studies|1||30|Eligible for GSST program.|STAFF||1|Course|1:15pm-4:00pm|M|Trotter Hall 203||||
201704|16593|GSST|025|01|Gender, Race and Science|1||25|Eligible for GSST program.|Costa, Shelley||1|Course|1:15pm-2:30pm|TTH|Trotter Hall 215||||
201704|16644|HIST|025|01|Colonialism/Nationalism/Mid E|1|SS|35||Shokr, Ahmad||1|Course|1:15pm-3:55pm|T|Trotter Hall 203||||
201704|16650|HIST|028|01|History of the French Revoluti|1|SS|35||Brown, Megan||1|Course|9:55am-11:10am|TTH|Trotter Hall 203||||
201704|16651|HIST|030|01|Western Europe 1945-1975|1|SS|35||Brown, Megan||1|Course|1:15pm-3:55pm|T|Trotter Hall 315||||
201704|16645|HIST|067|01|SAmer Dirty Wars/US Involv (W)|1|SS, W|15|Eligible for LALS or PEAC program.|Armus, Diego||1|Course|11:20am-12:35pm|TTH|Trotter Hall 215||||
201704|16647|HIST|081|01|Food in the Mod Era,1850-2000|1|SS|35||Dorsey, Allison||1|Course|1:15pm-4:00pm|M|Black Cultural Center 203||||
201704|10430|HIST|091|01|Senior Research Seminar (W)|1|SS, W|35||Burke, Timothy|Azfar, Farid|1|Seminar1|1:15pm-3:55pm|TH|Trotter Hall 203|Seminar1|2:00pm-5:00pm|F|Trotter Hall 203
201704|16648|HIST|111|A|Medit:Muslm/Chrstn/Jew (1)|1|SS|10|Double-graded seminar. BOTH SECTIONS required. Eligible for ISLM or MDST program.|Bensch, Stephen||1|Seminar1|1:15pm-4:00pm|M|Trotter Hall 210||||
201704|16649|HIST|111|B|Medit:Muslm/Chrstn/Jew (2)|1|SS|10|Double-graded seminar. BOTH SECTIONS required.|Bensch, Stephen||1|Seminar2|1:15pm-4:00pm|M|Trotter Hall 210||||
201704|16188|HIST|140|A|Col Encounter-Africa (1)|1|SS|10|Double-graded seminar. BOTH SECTIONS required. Eligible for BLST or INTP programs, Digital Humanities.|Burke, Timothy||1|Seminar1|1:15pm-4:00pm|W|Trotter Hall 210||||
201704|16189|HIST|140|B|Col Encounter-Africa (2)|1|SS|10|Double-graded seminar. BOTH SECTIONS required.|Burke, Timothy||1|Seminar2|1:15pm-4:00pm|W|Trotter Hall 210||||
201704|16639|HIST|001P|01|FYS: Ltn Amer through Lens (W)|1|SS, W|12|Eligible for LALS program.|Armus, Diego||1|FY Seminar|1:15pm-2:30pm|TTH|Trotter Hall 210||||
201704|16640|HIST|001R|01|FYS: Remembering History (W)|1|SS, W|12||Dorsey, Bruce||1|FY Seminar|1:15pm-4:00pm|M|Trotter Hall 215||||
201704|16641|HIST|001V|01|FYS:Activists Chng Mdl East(W)|1|SS, W|12||Shokr, Ahmad||1|FY Seminar|1:15pm-3:55pm|TH|Trotter Hall 315||||
201704|15858|HIST|002A|01|Medieval Europe|1|SS|35|Eligible for MDST program.|Bensch, Stephen||1|Course|11:30am-12:20pm|MWF|Trotter Hall 203||||
201704|16642|HIST|005A|1|The United States to 1877|1|SS|35||Dorsey, Bruce||1|Course|10:30am-11:20am|MWF|Trotter Hall 203||||
201704|15860|HIST|006A|01|Formation of Islamic Near East|1|SS|35|Eligible for ISLM or MDST program.|Bensch, Stephen||1|Course|9:30am-10:20am|MWF|Trotter Hall 303||||
201704|16643|HIST|007B|01|African Amer Hist 1865-Present|1|SS|35|Eligible for BLST program. Recommended for teacher certification.|Dorsey, Allison||1|Course|9:30am-10:20am|MWF|Trotter Hall 203||||
201704|16819|HIST|009B|01|Modern China|1|SS|35||STAFF||1|Course|10:30am-11:20am|MWF|Pearson Hall 006||||
201704|13190|ISLM|180|01|Senior Honors Thesis|1||5|See Dept Admin Asst to register. Eligible for ISLM program.|al-Jamil, Tariq||1|Thesis|||TBA||||
201704|13560|JPNS|001|01|Introduction to Japanese|1.5|HU|15|Students must enroll in drill section A or B below.|Imamura, Akiko||1|Language|9:55am-11:10am|TTH|Kohlberg 201||||
201704|13561|JPNS|001|02|Introduction to Japanese|1.5|HU|15|Students must enroll in drill section A or B below.|Imamura, Akiko||1|Language|11:20am-12:35pm|TTH|Kohlberg 201||||
201704|13562|JPNS|001|A|Intro to Japanese- Drill|0||15||Suda, Atsuko||1|Drill|10:30am-11:20am|MWF|Kohlberg 334||||
201704|13563|JPNS|001|B|Intro to Japanese- Drill|0||15||Suda, Atsuko||1|Drill|11:30am-12:20pm|MWF|Kohlberg 334||||
201704|13564|JPNS|003|01|Second-Year Japanese|1.5|HU|24|Students must enroll in drill section A below. Eligible for ASIA program.|Gardner, William||1|Language|9:55am-11:10am|TTH|Pearson Hall 005||||
201704|16344|JPNS|003|A|Second-Year Japanese-Drill|0||15||Jo, Yoshiko||1|Drill|9:30am-10:20am|MWF|Kohlberg 326||||
201704|16439|JPNS|007|01|Japanese Calligraphy|0.5||10|Eligible for ASIA program.|Jo, Yoshiko||1|Course|2:40pm-3:55pm|TH|Kohlberg 202||||
201704|11515|JPNS|012|01|Third-Year Japanese|1|HU|15| Eligible for ASIA program.|Suda, Atsuko||1|Language|9:30am-10:20am|MWF|Kohlberg 116||||
201704|16666|JPNS|019|01|Fourth-Year Japanese|1|HU|15|Eligible for ASIA program.|Jo, Yoshiko||1|Course|1:15pm-2:30pm|MW|Kohlberg 302||||
201704|16667|JPNS|035|01|Narratives/Disaster & Rebldg|1|HU|20|Cross-listed with LITR 035J. Eligible for ASIA or ENVS program.|Gardner, William||1|Course|2:40pm-3:55pm|TTH|Kohlberg 302||||
201704|16534|JPNS|096|01|Japanese Thesis (W)|1|HU, W|5|See Dept Admin Asst to register.|STAFF||1|Thesis|||TBA||||
201704|16441|JPNS|012A|01|Japanese Conversation|0.5||12|Eligible for ASIA program.|Suda, Atsuko||1|Language|1:15pm-2:30pm|TH|Kohlberg 114||||
201704|16018|LALS|030|01|Drugs, Gangs US Imperialism|1||30|Eligible for LALS program.|Machuca-Galvez, Milton||1|Course|1:15pm-4:00pm|M|Pearson Hall 006||||
201704|14252|LATN|001|01|Latin-Intensive 1st Yr|1.5|HU|35||Turpin, William||1|Language|9:30am-10:20am|MF|Trotter Hall 115|Language|9:00am-9:45am|T|Trotter Hall 115
201704|16637|LATN|011|01|Lyric Pastoral & Elegiac Poetr|1|HU|15||STAFF||1|Course|10:30am-11:20am|MWF|Trotter Hall 115||||
201704|16638|LATN|029|01|Caligula and Claudius (W)|1|HU, W|15||Turpin, William||1|Course|2:40pm-3:55pm|TTH|Trotter Hall 215||||
201704|10172|LING|001|01W|Intro to Linguistics (W)|1|SS, W|25||Thomas, Jamie||1|Course|9:55am-11:10am|TTH|Beardsley 316||||
201704|16089|LING|001|02W|Intro to Linguistics (W)|1|SS, W|25||Irwin, Patricia||1|Course|2:40pm-3:55pm|TTH|Science Center 145||||
201704|16429|LING|002|01|FYS: Taboo Terms & Slang (W)|1|SS, W|12|Eligible for INTP program.|Napoli, Donna Jo||1|FY Seminar|1:15pm-4:00pm|W|Trotter Hall 315||||
201704|14754|LING|010|01|Hebrew for Text Study II|1|SS|35|Cross-listed with RELG 059.|Plotkin, Helen||1|Course|10:30am-11:20am|MWF|Lodges 5||||
201704|16358|LING|011|01|American Sign Language I|1|SS|35||Drolsbaugh, Melanie||1|Course|9:55am-11:10am|TTH|Trotter Hall 201||||
201704|16877|LING|017|01|Swahili I|1|SS|12||STAFF||1|Course|2:40pm-3:55pm|TTH|Science Center 102||||
201704|15635|LING|025|01|Socioling:LangCulture&Society|1|SS|10|Cross-listed with SOAN 040B.|Thomas, Jamie||1|Course|1:15pm-2:30pm|TTH|Black Cultural Center 203||||
201704|15921|LING|034|01|Psychology of Language|1|SS|50|Cross-listed with PSYC 034.|Grodner, Daniel||1|Course|9:55am-11:10am|TTH|Science Center 199||||
201704|11119|LING|040|01|Semantics (W)|1|SS, W|25|Cross-listed with PHIL 040; Eligible for COGS program.|Klecha, Peter||1|Course|2:40pm-3:55pm|TTH|Science Center 264||||
201704|10175|LING|045|01|Phonetics & Phonology|1|SS|35|Eligible for COGS program.|Washington, Jonathan||1|Course|9:55am-11:10am|TTH|Kohlberg 202||||
201704|10176|LING|050|01W|Syntax (W)|1|SS, W|35|Eligible for COGS program.|Napoli, Donna Jo||1|Course|1:15pm-2:30pm|TTH|Science Center 158||||
201704|16799|LING|055|01|Say what? Syntactic variation|1|SS|25||Irwin, Patricia||1|Course|11:20am-12:35pm|TTH|Pearson Hall 006||||
201704|16590|LING|063|01|Literacy Among Deaf Children|1|SS|22|Eligible for INTP program.|Napoli, Donna Jo||1|Course|1:15pm-4:00pm|M|McCabe Library 306||||
201704|16585|LING|067|01|Structure of Wamesa|1|SS|15||Gasser, Emily||1|Course|1:15pm-4:00pm|W|Pearson Hall 115||||
201704|15089|LING|075|01|Field Methods|1|SS|15||Gasser, Emily||1|Course|1:15pm-4:00pm|M|Pearson Hall 115||||
201704|10996|LING|094|A|Research Project|0.5||10|Credit range .5-1. See Dept Admin Asst to register.|STAFF||1|Research Project|||TBA||||
201704|15624|LING|095|01|Comm Svc Crdt: Literacy & Deaf|1|SS|15|Eligible for CBL.|Napoli, Donna Jo||1|Independent Study|||TBA||||
201704|13984|LING|100|01|Research Seminar|1|SS|10|Ling 100 and Ling 195 meet together.|Klecha, Peter||1|Seminar1|2:15pm-5:00pm|F|Kohlberg 116||||
201704|15797|LING|100|02|Research Seminar|1|SS|10|Ling 100 and Ling 195 meet together.|Gasser, Emily||1|Seminar1|2:15pm-5:00pm|F|Kohlberg 116||||
201704|12520|LING|100|03|Research Seminar|1|SS|10|Ling 100 and Ling 195 meet together.|Washington, Jonathan||1|Seminar1|2:15pm-5:00pm|F|Kohlberg 116||||
201704|14746|LING|100|04|Research Seminar|1|SS|25|Ling 100 and Ling 195 meet together.|Napoli, Donna Jo||1|Seminar1|2:15pm-5:00pm|F|Kohlberg ||||
201704|10180|LING|195|01|Senior Honors Thesis|1|SS|10|Ling 100 and Ling 195 meet together. Credit range 1-2 credit(s). See Dept Admin Asst to register.|Napoli, Donna Jo||1|Thesis|||TBA||||
201704|16340|LITR|013R|01|The Russian Novel- 19c. (W)|1|HU, W|35|Cross-listed with RUSS 013.|STAFF||1|Course|2:40pm-3:55pm|TTH|Kohlberg 330||||
201704|15979|LITR|015S|01|FYS: Intro Latinx Lit/Cult (W)|1|HU, W|15|Cross-listed with SPAN 015. Eligible for LALS program.|Diaz Diaz, Desiree||1|Course|1:15pm-2:30pm|MW|Kohlberg 201||||
201704|16675|LITR|017FA|01|FYS: Literature and Medicine|1|HU|12|Cross-listed with FREN 017A.|Blanchard, Jean-Vincent||1|FY Seminar|1:15pm-3:55pm|M|Kohlberg 328||||
201704|16663|LITR|017R|01|FYS:Love/Sex in Russ Lit (W)|1|HU, W|12|Cross-listed with RUSS 017. Eligible for GSST program.|Frey, Emily||1|FY Seminar|1:15pm-4:00pm|M|Kohlberg 318||||
201704|16682|LITR|023CH|01|Mdrn Chinese Literature|1|HU|12|Cross-listed with CHIN 023.|STAFF||1|Course|1:15pm-2:30pm|TTH|Lang Center 106||||
201704|16665|LITR|023R|01|Muslim in Russia (W)|1|HU, W|20|Cross-listed with RUSS 023. Eligible for ISLM program.|Frey, Emily||1|Course|1:15pm-2:30pm|TTH|Kohlberg 328||||
201704|16668|LITR|035J|01|Narratives/Disaster & Rebldg|1|HU|20||Gardner, William||1|Course|2:40pm-3:55pm|TTH|Kohlberg 302||||
201704|16820|LITR|054S|01|Contemporary Cuba|1|HU|15|Cross-listed with Span 054. Eligible for LALS program.|Diaz Diaz, Desiree||1|Course|11:20am-12:35pm|TTH|Kohlberg 114||||
201704|16686|LITR|055CH|01|Contemporary Chinese Cinema|1|HU|20|Cross-listed with CHIN 055 or FMST 055. Eligible for ASIA program.|STAFF||1|Course|1:15pm-4:00pm|W|Kohlberg 328||||
201704|16684|LITR|091CH|01|Spcl Tpcs: Martial Arts Tradit|1|HU|20|Cross-listed with CHIN 091. Eligible for ASIA program.|Xu, Peng||1|Course|1:15pm-2:30pm|TTH|Kohlberg 334||||
201704|13065|MATH|015|01|Elem Single Variable Calculus|1|NS|25||Gomez, Ralph||1|Course|10:30am-11:20am|MWF|Science Center L26||||
201704|16502|MATH|015|02|Elem Single Variable Calculus|1|NS|25||Gomez, Ralph||1|Course|11:30am-12:20pm|MWF|Science Center L26||||
201704|11929|MATH|015|03|Elem Single Variable Calculus|1|NS|25||STAFF||1|Course|8:30am-9:45am|TTH|Science Center L26||||
201704|11931|MATH|015|04|Elem Single Variable Calculus|1|NS|25||STAFF||1|Course|11:20am-12:35pm|TTH|Science Center L32||||
201704|11934|MATH|025|01|FurtherTpcs:Single VarCalculus|1|NS|30||STAFF||1|Course|8:30am-9:20am|MWF|Science Center L26||||
201704|16712|MATH|025|02|FurtherTpcs:Single VarCalculus|1|NS|35||STAFF||1|Course|9:30am-10:20am|MWF|Science Center L26||||
201704|11936|MATH|026|01|Adv Tpcs: Single Vari Calculus|1|NS|30||Hunter, Thomas||1|Course|8:30am-9:20am|MWF|Science Center L32||||
201704|12079|MATH|026|02|Adv Tpcs: Single Vari Calculus|1|NS|30||Hunter, Thomas||1|Course|9:30am-10:20am|MWF|Science Center L32||||
201704|11938|MATH|027|01|Linear Algebra|1|NS|30||Drellich, Elizabeth||1|Course|9:55am-11:10am|TTH|Science Center 158||||
201704|11939|MATH|027|02|Linear Algebra|1|NS|30||Barranca, Victor||1|Course|11:20am-12:35pm|TTH|Science Center 158||||
201704|15073|MATH|027|03|Linear Algebra|1|NS|30||Barranca, Victor||1|Course|1:15pm-2:30pm|TTH|Science Center 128||||
201704|11940|MATH|028|01|Linear Algebra- Honors|1|NS|25||Bergstrand, Deb||1|Course|11:30am-12:20pm|MWF|Science Center 183||||
201704|11937|MATH|029|01|Discrete Mathematics (W)|1|NS, W|15|Eligible for COGS program.|Drellich, Elizabeth||1|Course|11:20am-12:35pm|TTH|Science Center 145||||
201704|16037|MATH|029|02|Discrete Mathematics (W)|1|NS, W|15||Drellich, Elizabeth||1|Course|1:15pm-2:30pm|TTH|Science Center 145||||
201704|12304|MATH|033|01|Basic Several Vari Calculus|1|NS|35||STAFF||1|Course|10:30am-11:20am|MWF|Science Center L32||||
201704|11943|MATH|034|01|Several Variable Calculus|1|NS|35|Eligible for COGS program.|STAFF||1|Course|9:30am-10:20am|MWF|Science Center 104||||
201704|16713|MATH|034|02|Several Variable Calculus|1|NS|35|Eligible for COGS program.|STAFF||1|Course|10:30am-11:20am|MWF|Science Center 104||||
201704|15879|MATH|056|01|Modeling|1|NS|25|Eligible for ENVS program.|Barranca, Victor||1|Course|9:55am-11:10am|TTH|Science Center 145||||
201704|12308|MATH|063|01|Real Analysis I (W)|1|NS, W|15|Students must register for one prob session X or Y below. Eligible for COGS program.|Mavinga, Nsoki||1|Course|9:55am-11:10am|TTH|Science Center 102||||
201704|13152|MATH|063|02|Real Analysis I (W)|1|NS, W|15|Students must register for one prob session X or Y below. Eligible for COGS program.|Mavinga, Nsoki||1|Course|11:20am-12:35pm|TTH|Science Center 102||||
201704|13070|MATH|063|X|Real Analysis I-prob session|0||15|Problem session for MATH 063.|Mavinga, Nsoki||1|Problem session|2:15pm-3:15pm|W|Science Center 158||||
